# Sosies corriges par le lexique du livre (passe unique, criteres severes).
# Une seconde passe sur le texte deja corrige a ete essayee : elle degrade
# (99,23/99,50 -> 99,14/99,41). Le lexique s'appauvrit a mesure qu'on le
# corrige, et les formes rares deviennent des cibles. Une passe, pas deux.
112	42	59	o
112	53	49	a
113	20	62	o
113	26	50	o
114	28	53	r
114	47	51	o
115	11	37	o
115	32	29	o
116	30	62	n
117	7	34	o
117	42	11	i
117	47	6	i
118	47	6	m
118	52	60	o
120	14	30	o
121	17	7	o
121	32	7	o
121	58	16	o
122	39	32	o
122	40	57	a
123	40	7	c
123	45	5	c
125	7	32	n
125	17	3	v
127	43	27	n
127	50	3	a
128	6	20	c
128	32	60	o
128	39	6	a
128	42	3	m
128	51	18	o
129	41	24	a
130	12	58	o
130	23	45	p
130	24	13	o
130	31	13	a
130	43	2	a
131	35	18	o
132	10	50	o
132	12	2	r
133	9	58	o
134	13	59	o
134	21	57	u
134	30	51	o
134	50	5	i
135	48	5	s
137	29	8	a
137	33	48	c
138	21	24	m
139	51	19	a
140	32	48	e
141	17	59	o
141	33	5	o
143	3	11	t
143	44	57	t
144	31	50	o
144	31	57	o
144	51	30	o
145	27	21	o
147	32	49	o
147	44	60	o
147	48	11	l
148	6	57	o
148	26	42	o
151	37	32	t
151	37	50	o
151	38	20	o
152	7	48	o
153	18	3	a
153	31	5	e
153	49	46	o
154	26	17	o
155	13	8	e
155	13	32	o
155	13	54	e
155	26	43	o
155	42	56	l
155	43	49	o
156	21	35	a
156	21	55	a
156	53	12	a
157	55	34	o
158	24	15	o
158	24	20	o
160	45	7	c
164	30	22	o
164	47	22	o
165	47	59	a
167	13	1	u
167	34	7	o
169	7	20	p
169	24	0	t
172	38	11	b
172	38	46	o
174	8	6	c
175	32	40	c
175	52	11	a
176	32	42	o
177	3	30	o
177	11	39	n
177	43	61	o
178	46	61	o
178	53	51	o
178	55	35	j
179	40	4	o
180	35	3	c
180	49	4	m
181	8	58	m
181	29	18	a
181	38	3	c
181	41	40	c
182	23	24	o
182	24	40	u
185	42	7	o
186	18	3	p
186	27	51	o
186	28	7	o
186	33	38	l
186	44	15	o
187	50	7	o
189	13	1	a
189	16	1	a
189	36	6	s
191	5	25	m
191	20	33	o
192	47	4	m
194	40	5	l
196	58	2	s
197	24	3	t
197	56	12	c
198	8	63	o
199	12	53	a
199	41	22	o
200	13	57	o
201	45	3	i
202	33	16	z
202	38	2	o
203	7	18	a
205	26	9	l
207	2	13	c
207	13	5	e
207	31	3	f
207	37	5	a
208	54	13	s
209	4	5	s
209	17	16	s
209	45	25	o
210	26	42	o
212	5	1	a
213	25	54	o
214	6	45	o
214	6	50	o
214	47	49	a
217	57	16	l
218	10	5	c
218	15	7	I
219	3	39	l
219	19	30	l
220	18	19	t
220	25	36	i
220	30	36	l
220	41	23	o
222	51	67	o
223	6	6	o
223	26	23	i
